   @ATTRIBUTE direccion_fantasma_S {North,South,West,East,Stop,None}
   @ATTRIBUTE direccion_fantasma_W {North,South,West,East,Stop,None}
   @ATTRIBUTE direccion_fantasma_E {North,South,West,East,Stop,None}
   @ATTRIBUTE direccion_fantasma_cercano {North,South,West,East,Stop}   
   @ATTRIBUTE distancia_fantasma_cercano NUMERIC
   @ATTRIBUTE pac_dots NUMERIC
   @ATTRIBUTE nearest_food NUMERIC
   @ATTRIBUTE SCORE NUMERIC
   @ATTRIBUTE action {North,South,West,East,Stop}
   @ATTRIBUTE NEXT_SCORE NUMERIC

   @data

37, 27, 20, 13, 6, True, True, True, False, South, 4, 2, 1, 0, 10, 999999, 999999, 1, 1, 0, 0, 2, 1, 0, 0, 0, North, None, None, Stop, Stop, 1, 0, -1, 364,East, 563
38, 27, 20, 14, 6, True, True, True, True, East, 4, 1, 8, 10, 10, 999999, 999999, 8, 1, 0, 0, 1, 1, 0, 0, 0, North, None, None, North, Stop, 14, 0, -1, 563,North, 562
39, 27, 20, 14, 7, True, True, False, True, North, 4, 1, 7, 9, 9, 999999, 999999, 7, 1, 0, 0, 1, 0, 0, 1, 0, West, None, None, West, Stop, 15, 0, -1, 562,North, 561
40, 27, 20, 14, 8, True, True, True, True, North, 4, 1, 7, 8, 8, 999999, 999999, 7, 1, 0, 0, 1, 0, 0, 1, 0, West, None, None, West, West, 15, 0, -1, 561,North, 560
41, 27, 20, 14, 9, True, True, False, True, North, 4, 1, 7, 6, 6, 999999, 999999, 7, 1, 0, 0, 1, 0, 1, 0, 0, South, None, None, South, South, 13, 0, -1, 560,North, 559
42, 27, 20, 14, 10, True, True, True, True, North, 4, 1, 6, 5, 5, 999999, 999999, 6, 1, 0, 0, 1, 0, 0, 1, 0, West, None, None, West, West, 11, 0, -1, 559,North, 558
43, 27, 20, 14, 11, True, True, True, True, North, 4, 1, 6, 3, 3, 999999, 999999, 6, 1, 0, 0, 1, 0, 1, 0, 0, South, None, None, South, South, 9, 0, -1, 558,North, 557
44, 27, 20, 14, 12, True, True, True, True, North, 4, 1, 6, 1, 1, 999999, 999999, 6, 1, 0, 0, 1, 0, 1, 0, 0, South, None, None, South, South, 7, 0, -1, 557,North, 556
45, 27, 20, 14, 13, True, True, False, False, North, 4, 1, 5, 0, 999999, 999999, 999999, 5, 0, 0, 0, 1, 0, 0, 1, 0, None, None, None, West, West, 5, 0, -1, 556,North, 555
46, 27, 20, 14, 14, True, True, True, True, North, 4, 1, 4, 1, 999999, 1, 999999, 4, 0, 1, 0, 1, 0, 0, 1, 0, None, West, None, West, West, 5, 0, -1, 555,East, 554
47, 27, 20, 15, 14, True, False, True, True, East, 4, 1, 3, 1, 999999, 1, 999999, 3, 0, 1, 0, 1, 0, 0, 1, 0, None, West, None, West, West, 4, 0, -1, 554,East, 553
48, 27, 20, 16, 14, True, False, True, True, East, 4, 1, 2, 1, 999999, 1, 999999, 2, 0, 1, 0, 1, 0, 0, 1, 0, None, West, None, West, West, 3, 0, -1, 553,East, 552
49, 27, 20, 17, 14, True, True, True, True, East, 4, 1, 1, 2, 999999, 2, 999999, 1, 0, 1, 0, 1, 0, 1, 0, 0, None, South, None, South, South, 3, 0, -1, 552,South, 551
50, 27, 20, 17, 13, True, True, True, False, South, 4, 1, 1, 0, 999999, 999999, 999999, 1, 0, 0, 0, 1, 1, 0, 0, 0, None, None, None, North, North, 1, 0, -1, 551,South, 550
51, 27, 20, 17, 12, True, True, True, True, South, 4, 1, 2, 1, 1, 999999, 999999, 2, 1, 0, 0, 1, 0, 0, 0, 1, East, None, None, East, East, 3, 0, -1, 550,North, 549
52, 27, 20, 17, 13, True, True, True, False, North, 4, 1, 1, 0, 999999, 999999, 999999, 1, 0, 0, 0, 1, 0, 0, 0, 0, None, None, None, Stop, Stop, 1, 0, -1, 549,East, 748
1, 30, 20, 1, 18, False, True, True, False, Stop, 4, 4, 0, 9, 999999, 9, 999999, 1, 0, 4, 0, 3, 0, 0, 0, 0, None, Stop, None, Stop, Stop, 13, 0, -1, 0,South, -1
2, 30, 20, 1, 17, True, True, False, False, South, 4, 4, 0, 8, 999999, 8, 999999, 1, 0, 4, 0, 3, 3, 0, 1, 0, None, West, None, North, West, 11, 0, -1, -1,South, -2
3, 30, 20, 1, 16, True, True, True, False, South, 4, 4, 0, 7, 999999, 7, 999999, 1, 0, 4, 0, 3, 2, 0, 2, 0, None, West, None, North, West, 9, 0, -1, -2,South, -3
4, 30, 20, 1, 15, True, True, True, False, South, 4, 4, 0, 7, 999999, 7, 999999, 1, 0, 4, 0, 3, 0, 1, 2, 1, None, South, None, East, South, 9, 0, -1, -3,South, -4
5, 30, 20, 1, 14, True, True, True, False, South, 4, 4, 0, 6, 999999, 6, 999999, 2, 0, 4, 0, 3, 2, 1, 0, 1, None, North, None, East, North, 8, 0, -1, -4,South, -5
6, 30, 20, 1, 13, True, True, False, False, South, 4, 4, 1, 5, 999999, 5, 999999, 1, 0, 4, 0, 4, 0, 0, 1, 3, None, West, None, East, East, 8, 0, -1, -5,South, -6
7, 30, 20, 1, 12, True, True, True, False, South, 4, 4, 0, 4, 999999, 4, 999999, 2, 0, 4, 0, 3, 0, 0, 3, 1, None, West, None, West, West, 6, 0, -1, -6,South, -7
8, 30, 20, 1, 11, True, True, False, False, South, 4, 4, 0, 3, 999999, 3, 999999, 2, 0, 4, 0, 3, 1, 1, 2, 0, None, West, None, South, North, 4, 0, -1, -7,South, -8
9, 30, 20, 1, 10, True, True, False, False, South, 4, 4, 0, 2, 999999, 2, 999999, 2, 0, 4, 0, 3, 2, 1, 0, 1, None, North, None, North, South, 4, 0, -1, -8,South, -9
10, 30, 20, 1, 9, True, True, False, False, South, 4, 4, 0, 1, 999999, 1, 999999, 2, 0, 4, 0, 3, 1, 2, 1, 0, None, West, None, North, West, 3, 0, -1, -9,South, -10
11, 30, 20, 1, 8, True, True, False, False, South, 4, 4, 0, 1, 999999, 1, 999999, 2, 0, 4, 0, 3, 1, 3, 0, 0, None, South, None, North, South, 3, 0, -1, -10,South, -11
12, 30, 20, 1, 7, True, True, False, False, South, 4, 4, 1, 0, 999999, 1, 999999, 1, 0, 3, 0, 4, 0, 2, 0, 2, None, East, None, East, South, 2, 0, -1, -11,South, -12
13, 30, 20, 1, 6, True, True, True, False, South, 4, 4, 1, 1, 1, 1, 999999, 1, 2, 2, 0, 4, 3, 0, 0, 1, North, North, None, North, North, 2, 0, -1, -12,South, -13
14, 30, 20, 1, 5, True, True, True, False, South, 4, 4, 1, 0, 1, 999999, 999999, 1, 2, 0, 0, 4, 2, 1, 0, 0, South, None, None, Stop, Stop, 1, 0, -1, -13,East, 186
15, 30, 20, 2, 5, True, True, True, True, East, 4, 3, 1, 1, 2, 1, 999999, 1, 2, 1, 0, 3, 1, 1, 1, 0, North, South, None, South, South, 2, 0, -1, 186,South, 185
16, 30, 20, 2, 4, True, True, True, True, South, 4, 3, 1, 0, 3, 999999, 999999, 1, 2, 0, 0, 3, 0, 0, 2, 1, West, None, None, West, East, 2, 0, -1, 185,East, 184
17, 30, 20, 3, 4, True, True, True, True, East, 4, 3, 0, 1, 3, 1, 999999, 1, 2, 1, 0, 2, 0, 1, 1, 1, West, South, None, South, South, 2, 0, -1, 184,South, 183
18, 30, 20, 3, 3, True, False, True, True, South, 4, 2, 0, 3, 3, 999999, 999999, 1, 2, 0, 0, 1, 0, 2, 0, 0, South, None, None, South, Stop, 2, 0, -1, 383,North, 382
19, 30, 20, 3, 4, True, True, True, True, North, 4, 2, 0, 1, 1, 999999, 999999, 1, 2, 0, 0, 1, 1, 0, 0, 0, Stop, None, None, North, Stop, 1, 0, -1, 382,North, 581
20, 30, 20, 3, 5, True, True, True, True, North, 4, 1, 1, 2, 2, 999999, 999999, 1, 1, 0, 0, 1, 0, 1, 0, 0, South, None, None, South, South, 3, 0, -1, 581,North, 580
21, 30, 20, 3, 6, True, True, True, True, North, 4, 1, 1, 2, 2, 999999, 999999, 1, 1, 0, 0, 1, 1, 0, 0, 0, North, None, None, North, North, 3, 0, -1, 580,North, 579
22, 30, 20, 3, 7, True, True, True, False, North, 4, 1, 1, 2, 2, 999999, 999999, 1, 1, 0, 0, 1, 1, 0, 0, 0, North, None, None, North, North, 3, 0, -1, 579,North, 578
23, 30, 20, 3, 8, True, True, True, False, North, 4, 1, 0, 1, 1, 999999, 999999, 999999, 1, 0, 0, 0, 0, 0, 0, 0, Stop, None, None, None, Stop, 1, 0, -1, 578,North, 777
1, 20, 13, 1, 11, False, True, True, False, Stop, 4, 4, 5, 0, 999999, 2, 999999, 5, 0, 3, 0, 4, 0, 0, 0, 0, None, Stop, None, Stop, Stop, 7, 2, 14, 0,South, -1
2, 20, 13, 1, 10, True, True, False, False, South, 4, 4, 4, 1, 1, 1, 999999, 4, 1, 3, 0, 4, 0, 0, 1, 0, Stop, Stop, None, West, Stop, 6, 2, 13, -1,South, -2
3, 20, 13, 1, 9, True, True, True, False, South, 4, 4, 4, 0, 2, 3, 999999, 4, 1, 2, 0, 4, 0, 0, 1, 0, Stop, Stop, None, West, Stop, 5, 2, 12, -2,East, -3
4, 20, 13, 2, 9, False, True, True, True, East, 4, 4, 4, 1, 2, 1, 999999, 4, 1, 3, 0, 4, 0, 2, 0, 2, East, South, None, East, South, 5, 2, 11, -3,South, -4
5, 20, 13, 2, 8, True, True, True, True, South, 4, 4, 4, 0, 3, 3, 999999, 4, 1, 2, 0, 4, 0, 2, 1, 1, West, East, None, South, South, 4, 2, 10, -4,East, -5
6, 20, 13, 3, 8, True, True, True, True, East, 4, 4, 3, 0, 3, 3, 999999, 3, 1, 2, 0, 4, 0, 1, 2, 1, West, West, None, West, East, 4, 2, 9, -5,East, -6
7, 20, 13, 4, 8, True, True, True, True, East, 4, 4, 2, 0, 3, 4, 999999, 2, 1, 2, 0, 4, 0, 1, 1, 2, East, South, None, South, West, 2, 2, 8, -6,East, -7
8, 20, 13, 5, 8, True, True, True, True, East, 4, 3, 1, 3, 3, 4, 999999, 1, 1, 2, 0, 3, 0, 1, 1, 1, East, West, None, South, South, 6, 2, 7, 193,North, 192
9, 20, 13, 5, 9, True, True, True, True, North, 4, 3, 2, 2, 2, 5, 999999, 2, 1, 2, 0, 3, 0, 0, 1, 2, East, West, None, East, East, 5, 2, 8, 192,North, 191
10, 20, 13, 5, 10, True, True, True, False, North, 4, 3, 1, 1, 1, 6, 999999, 1, 1, 2, 0, 3, 0, 0, 2, 1, East, West, None, West, East, 4, 2, 9, 191,North, 190
11, 20, 13, 5, 11, False, True, True, True, North, 4, 3, 2, 0, 999999, 8, 999999, 2, 0, 2, 0, 3, 0, 1, 0, 2, None, East, None, East, East, 3, 2, 10, 190,East, 189
12, 20, 13, 6, 11, False, True, True, True, East, 4, 3, 0, 0, 999999, 8, 999999, 3, 0, 2, 0, 2, 0, 0, 1, 2, None, West, None, East, East, 3, 2, 9, 189,East, 188
13, 20, 13, 7, 11, False, False, True, True, East, 4, 3, 1, 0, 999999, 8, 2, 1, 0, 2, 1, 2, 0, 0, 2, 0, None, West, West, Stop, Stop, 1, 2, 8, 188,East, 387
14, 20, 13, 8, 11, False, False, True, True, East, 4, 2, 3, 7, 999999, 7, 3, 6, 0, 2, 1, 1, 1, 0, 0, 1, None, North, North, East, North, 10, 2, 7, 387,East, 386
15, 20, 13, 9, 11, False, False, True, True, East, 4, 2, 3, 7, 999999, 7, 3, 5, 0, 2, 1, 1, 0, 0, 0, 2, None, East, East, East, East, 10, 2, 6, 386,East, 385
16, 20, 13, 10, 11, False, True, True, True, East, 4, 2, 3, 7, 999999, 7, 3, 4, 0, 2, 1, 1, 0, 0, 0, 2, None, East, East, East, East, 10, 2, 5, 385,South, 384
17, 20, 13, 10, 10, True, True, True, False, South, 4, 2, 3, 7, 999999, 7, 3, 4, 0, 2, 1, 1, 0, 1, 0, 1, None, South, South, East, South, 10, 2, 4, 384,South, 383
18, 20, 13, 10, 9, True, True, True, True, South, 4, 2, 4, 5, 999999, 5, 4, 4, 0, 2, 1, 1, 1, 0, 1, 0, None, North, West, North, North, 9, 2, 3, 383,South, 382
19, 20, 13, 10, 8, True, True, False, True, South, 4, 2, 4, 4, 999999, 4, 4, 5, 0, 2, 1, 1, 1, 0, 0, 1, None, North, North, East, North, 8, 2, 2, 382,South, 381
20, 20, 13, 10, 7, True, True, False, True, South, 4, 2, 4, 4, 999999, 4, 4, 5, 0, 2, 1, 1, 0, 2, 0, 0, None, South, South, South, South, 8, 1, 7, 381,South, 480
21, 20, 13, 10, 6, True, True, False, True, South, 4, 2, 4, 3, 999999, 3, 4, 4, 0, 2, 1, 1, 0, 1, 1, 0, None, South, South, West, South, 7, 1, 8, 480,South, 479
22, 20, 13, 10, 5, True, True, True, True, South, 4, 2, 3, 2, 999999, 2, 4, 3, 0, 2, 1, 1, 0, 1, 1, 0, None, South, South, West, West, 5, 1, 9, 479,South, 478
23, 20, 13, 10, 4, True, True, True, True, South, 4, 2, 3, 1, 999999, 1, 4, 3, 0, 2, 1, 1, 0, 1, 1, 0, None, South, South, West, West, 4, 1, 10, 478,South, 477
24, 20, 13, 10, 3, True, False, True, True, South, 4, 2, 3, 1, 1, 999999, 4, 3, 2, 0, 1, 1, 2, 0, 0, 0, North, None, North, North, North, 4, 1, 11, 477,North, 476
25, 20, 13, 10, 4, True, True, True, True, North, 4, 2, 4, 0, 999999, 999999, 5, 4, 0, 0, 1, 1, 0, 0, 1, 1, None, None, West, East, East, 4, 1, 10, 476,West, 475
26, 20, 13, 9, 4, True, True, True, True, West, 4, 2, 4, 0, 1, 999999, 4, 5, 1, 0, 1, 1, 1, 0, 0, 1, North, None, North, East, North, 5, 1, 11, 475,North, 474
27, 20, 13, 9, 5, True, True, True, True, North, 4, 2, 4, 1, 999999, 1, 4, 5, 0, 2, 1, 1, 0, 1, 0, 1, None, South, South, East, South, 5, 1, 10, 474,South, 473
28, 20, 13, 9, 4, True, True, True, True, South, 4, 2, 4, 0, 1, 999999, 4, 4, 1, 0, 1, 1, 1, 0, 1, 0, North, None, North, West, West, 4, 1, 11, 473,North, 472
29, 20, 13, 9, 5, True, True, True, True, North, 4, 2, 4, 0, 999999, 999999, 5, 4, 0, 0, 1, 1, 1, 0, 1, 0, None, None, West, North, North, 4, 1, 10, 472,West, 471
30, 20, 13, 8, 5, True, True, True, True, West, 4, 2, 4, 1, 999999, 1, 4, 5, 0, 2, 1, 1, 0, 2, 0, 0, None, South, South, South, South, 5, 1, 11, 471,South, 470
31, 20, 13, 8, 4, True, True, True, True, South, 4, 2, 4, 1, 1, 1, 4, 5, 1, 1, 1, 1, 1, 1, 0, 0, North, South, South, North, South, 5, 1, 12, 470,South, 469
32, 20, 13, 8, 3, True, False, True, True, South, 4, 2, 4, 1, 1, 999999, 4, 4, 2, 0, 1, 1, 1, 0, 1, 0, North, None, North, West, North, 5, 1, 13, 469,North, 468
33, 20, 13, 8, 4, True, True, True, True, North, 4, 2, 3, 1, 1, 1, 4, 3, 1, 1, 1, 1, 0, 1, 1, 0, West, South, South, West, West, 4, 1, 12, 468,South, 467
34, 20, 13, 8, 3, True, False, True, True, South, 4, 2, 3, 0, 1, 999999, 3, 3, 1, 0, 1, 1, 0, 1, 0, 1, South, None, East, South, East, 3, 1, 13, 467,West, 466
35, 20, 13, 7, 3, True, False, True, True, West, 4, 2, 2, 0, 1, 999999, 2, 4, 1, 0, 1, 1, 0, 1, 0, 1, South, None, East, South, East, 2, 1, 14, 466,West, 465
36, 20, 13, 6, 3, True, False, True, True, West, 4, 2, 1, 1, 1, 999999, 1, 4, 2, 0, 1, 1, 1, 0, 1, 0, North, None, North, West, North, 2, 1, 15, 465,North, 464
37, 20, 13, 6, 4, True, True, True, True, North, 4, 2, 2, 0, 999999, 1, 2, 4, 0, 1, 1, 1, 0, 1, 1, 0, None, South, West, South, West, 2, 1, 14, 464,West, 463
38, 20, 13, 5, 4, True, True, True, True, West, 4, 2, 2, 0, 999999, 1, 2, 5, 0, 1, 1, 1, 0, 1, 1, 0, None, South, West, South, West, 2, 1, 15, 463,West, 462
39, 20, 13, 4, 4, True, True, True, True, West, 4, 2, 1, 1, 999999, 1, 1, 6, 0, 2, 1, 1, 0, 2, 0, 0, None, South, South, South, South, 2, 1, 16, 462,South, 461
40, 20, 13, 4, 3, True, False, True, True, South, 4, 2, 2, 0, 1, 999999, 2, 6, 1, 0, 1, 1, 1, 0, 1, 0, North, None, West, North, West, 2, 1, 17, 461,West, 460
41, 20, 13, 3, 3, True, False, True, True, West, 4, 2, 1, 0, 1, 999999, 1, 7, 1, 0, 1, 1, 1, 1, 0, 0, North, None, North, South, North, 2, 1, 18, 460,North, 459
42, 20, 13, 3, 4, True, True, True, True, North, 4, 1, 7, 0, 999999, 999999, 999999, 7, 0, 0, 0, 1, 1, 0, 0, 0, None, None, None, North, Stop, 3, 1, 17, 659,South, 658
43, 20, 13, 3, 3, True, False, True, True, South, 4, 1, 8, 1, 1, 999999, 999999, 8, 1, 0, 0, 1, 0, 0, 0, 1, East, None, None, East, Stop, 2, 1, 18, 658,North, 657
44, 20, 13, 3, 4, True, True, True, True, North, 4, 1, 8, 0, 999999, 999999, 999999, 8, 0, 0, 0, 1, 0, 0, 0, 1, None, None, None, East, Stop, 3, 1, 17, 657,East, 656
45, 20, 13, 4, 4, True, True, True, True, East, 4, 1, 6, 0, 999999, 999999, 999999, 6, 0, 0, 0, 1, 0, 0, 1, 0, None, None, None, West, Stop, 4, 1, 16, 656,East, 655
46, 20, 13, 5, 4, True, True, True, True, East, 4, 1, 5, 1, 1, 999999, 999999, 5, 1, 0, 0, 1, 1, 0, 0, 0, North, None, None, North, Stop, 3, 1, 15, 655,East, 654
47, 20, 13, 6, 4, True, True, True, True, East, 4, 1, 4, 0, 999999, 999999, 999999, 4, 0, 0, 0, 1, 0, 1, 0, 0, None, None, None, South, Stop, 4, 1, 14, 654,North, 653
48, 20, 13, 6, 5, False, True, True, True, North, 4, 1, 3, 1, 999999, 1, 999999, 3, 0, 1, 0, 1, 0, 0, 1, 0, None, West, None, West, West, 4, 1, 13, 653,South, 652
49, 20, 13, 6, 4, True, True, True, True, South, 4, 1, 3, 1, 999999, 1, 999999, 3, 0, 1, 0, 1, 0, 1, 0, 0, None, South, None, South, Stop, 4, 1, 14, 652,East, 651
50, 20, 13, 7, 4, True, True, True, True, East, 4, 1, 2, 0, 999999, 999999, 999999, 2, 0, 0, 0, 1, 1, 0, 0, 0, None, None, None, North, North, 2, 1, 13, 651,South, 650
51, 20, 13, 7, 3, True, False, True, True, South, 4, 1, 2, 1, 1, 999999, 999999, 2, 1, 0, 0, 1, 1, 0, 0, 0, North, None, None, North, North, 3, 1, 14, 650,North, 649
52, 20, 13, 7, 4, True, True, True, True, North, 4, 1, 3, 0, 999999, 999999, 999999, 3, 0, 0, 0, 1, 0, 0, 0, 1, None, None, None, East, East, 3, 1, 13, 649,East, 648
53, 20, 13, 8, 4, True, True, True, True, East, 4, 1, 1, 0, 999999, 999999, 999999, 1, 0, 0, 0, 1, 0, 0, 0, 0, None, None, None, Stop, Stop, 1, 1, 12, 648,East, 847
1, 31, 17, 15, 3, False, False, True, True, Stop, 4, 4, 7, 0, 6, 999999, 13, 7, 3, 0, 1, 3, 0, 0, 0, 0, Stop, None, Stop, Stop, Stop, 13, 9, 3, 0,East, -1
2, 31, 17, 16, 3, False, False, True, True, East, 4, 4, 5, 0, 6, 999999, 13, 5, 3, 0, 1, 3, 0, 0, 2, 1, West, None, East, West, West, 11, 9, 3, -1,East, -2
3, 31, 17, 17, 3, False, False, True, True, East, 4, 4, 3, 0, 6, 999999, 15, 3, 3, 0, 1, 3, 0, 0, 3, 0, West, None, West, West, West, 9, 9, 4, -2,East, -3
4, 31, 17, 18, 3, False, False, True, True, East, 4, 4, 3, 0, 6, 999999, 16, 3, 3, 0, 1, 3, 0, 0, 2, 2, East, None, West, East, East, 9, 9, 3, -3,East, -4
5, 31, 17, 19, 3, True, False, False, True, East, 4, 4, 2, 0, 6, 999999, 17, 2, 3, 0, 1, 3, 0, 0, 1, 3, East, None, West, East, East, 8, 9, 2, -4,North, -5
6, 31, 17, 19, 4, True, True, False, False, North, 4, 4, 2, 1, 4, 1, 18, 2, 3, 1, 1, 3, 0, 1, 1, 2, South, East, West, South, South, 6, 9, 3, -5,North, -6
7, 31, 17, 19, 5, False, True, True, True, North, 4, 4, 2, 2, 4, 2, 18, 2, 3, 1, 1, 3, 1, 1, 1, 1, South, East, South, North, North, 6, 9, 3, -6,East, -7
8, 31, 17, 20, 5, False, False, True, True, East, 4, 4, 1, 2, 4, 2, 19, 1, 3, 1, 1, 3, 2, 0, 1, 1, North, West, North, North, North, 5, 9, 3, -7,East, -8
9, 31, 17, 21, 5, True, False, False, True, East, 4, 4, 1, 2, 4, 2, 1, 7, 3, 1, 2, 2, 1, 0, 2, 1, West, West, West, West, West, 5, 9, 2, -8,North, -9
10, 31, 17, 21, 6, True, True, False, False, North, 4, 4, 1, 3, 3, 3, 1, 7, 3, 1, 2, 2, 0, 0, 2, 2, West, East, West, West, West, 4, 9, 3, -9,North, -10
11, 31, 17, 21, 7, True, True, False, False, North, 4, 4, 0, 2, 2, 4, 20, 7, 3, 1, 1, 2, 0, 0, 2, 2, East, West, West, West, East, 2, 9, 3, -10,North, -11
12, 31, 17, 21, 8, True, True, False, False, North, 4, 3, 7, 2, 2, 5, 20, 7, 2, 1, 1, 2, 0, 0, 2, 1, West, East, West, West, East, 13, 9, 2, 189,North, 188
13, 31, 17, 21, 9, True, True, True, True, North, 4, 3, 6, 1, 1, 5, 20, 6, 2, 1, 1, 2, 1, 0, 2, 0, West, North, West, West, West, 12, 9, 3, 188,East, 187
14, 31, 17, 22, 9, False, False, True, True, East, 4, 3, 4, 1, 1, 6, 21, 4, 2, 1, 1, 2, 0, 1, 2, 0, West, South, West, West, West, 10, 9, 4, 187,East, 186
15, 31, 17, 23, 9, False, False, True, True, East, 4, 3, 4, 0, 6, 6, 22, 4, 1, 1, 1, 2, 0, 2, 0, 1, East, South, South, East, East, 10, 9, 5, 186,East, 185
16, 31, 17, 24, 9, False, False, True, True, East, 4, 3, 3, 1, 1, 6, 23, 3, 2, 1, 1, 2, 1, 1, 0, 1, North, South, North, East, East, 9, 9, 6, 185,East, 184
17, 31, 17, 25, 9, True, True, False, True, East, 4, 3, 3, 1, 1, 5, 23, 3, 2, 1, 1, 2, 1, 0, 0, 2, East, North, East, East, North, 9, 9, 5, 184,South, 183
18, 31, 17, 25, 8, True, True, False, False, South, 4, 3, 3, 2, 2, 5, 24, 3, 2, 1, 1, 2, 0, 1, 1, 1, West, South, West, East, South, 9, 9, 6, 183,South, 182
19, 31, 17, 25, 7, True, False, False, True, South, 4, 3, 2, 3, 3, 3, 23, 2, 2, 1, 1, 2, 1, 0, 1, 1, East, North, East, West, North, 7, 9, 7, 182,West, 181
20, 31, 17, 24, 7, False, False, True, True, West, 4, 3, 3, 2, 3, 2, 21, 3, 2, 1, 1, 2, 1, 0, 1, 1, East, North, East, West, North, 7, 9, 6, 181,West, 180
21, 31, 17, 23, 7, False, True, True, False, West, 4, 3, 3, 1, 3, 1, 20, 3, 2, 1, 1, 2, 1, 0, 1, 1, East, North, East, West, North, 7, 9, 5, 180,South, 179
22, 31, 17, 23, 6, True, True, False, False, South, 4, 3, 4, 1, 4, 1, 20, 4, 2, 1, 1, 2, 0, 1, 0, 2, East, South, East, East, South, 7, 9, 5, 179,South, 178
23, 31, 17, 23, 5, True, True, True, False, South, 4, 3, 3, 1, 1, 999999, 20, 3, 3, 0, 1, 2, 2, 0, 1, 0, North, None, North, West, North, 7, 9, 4, 178,East, 177
24, 31, 17, 24, 5, False, False, True, True, East, 4, 3, 2, 0, 7, 999999, 21, 2, 2, 0, 1, 2, 1, 2, 0, 0, North, None, North, South, South, 5, 9, 5, 177,East, 176
25, 31, 17, 25, 5, False, True, True, True, East, 4, 3, 1, 1, 7, 1, 23, 1, 2, 1, 1, 2, 0, 2, 1, 0, West, South, West, South, South, 5, 9, 6, 176,South, 175
26, 31, 17, 25, 4, True, True, False, False, South, 4, 3, 1, 0, 8, 999999, 24, 1, 2, 0, 1, 2, 1, 1, 1, 0, West, None, West, North, South, 4, 9, 5, 175,South, 174
27, 31, 17, 25, 3, True, False, True, False, South, 4, 3, 1, 2, 2, 999999, 24, 1, 3, 0, 1, 2, 3, 0, 0, 0, North, None, North, North, North, 6, 9, 4, 174,East, 173
28, 31, 17, 26, 3, False, False, True, True, East, 4, 3, 0, 3, 3, 999999, 25, 3, 3, 0, 1, 1, 3, 0, 0, 0, North, None, North, North, North, 6, 9, 5, 173,East, 172
29, 31, 17, 27, 3, False, False, True, True, East, 4, 3, 2, 3, 3, 999999, 2, 2, 3, 0, 2, 1, 2, 0, 1, 0, North, None, West, North, North, 5, 9, 6, 172,East, 171
30, 31, 17, 28, 3, False, False, True, True, East, 4, 3, 1, 3, 3, 999999, 3, 1, 3, 0, 2, 1, 2, 0, 0, 1, North, None, North, North, North, 4, 9, 7, 171,East, 170
31, 31, 17, 29, 3, True, False, False, True, East, 4, 3, 0, 2, 2, 999999, 3, 999999, 3, 0, 2, 0, 0, 1, 0, 2, South, None, East, None, South, 2, 9, 8, 170,North, 169
32, 31, 17, 29, 4, True, True, False, False, North, 4, 3, 0, 2, 2, 999999, 2, 999999, 3, 0, 2, 0, 1, 0, 1, 1, North, None, East, None, North, 2, 9, 9, 169,North, 168
33, 31, 17, 29, 5, True, True, False, False, North, 4, 3, 1, 1, 1, 999999, 1, 999999, 3, 0, 3, 0, 0, 0, 2, 1, West, None, West, None, West, 2, 9, 10, 168,North, 167
34, 31, 17, 29, 6, False, True, False, True, North, 4, 2, 2, 9, 9, 999999, 2, 999999, 2, 0, 2, 0, 0, 0, 1, 1, West, None, East, None, East, 11, 9, 11, 367,West, 366
35, 31, 17, 28, 6, False, False, True, True, West, 4, 2, 0, 9, 9, 999999, 27, 999999, 2, 0, 1, 0, 0, 0, 1, 1, West, None, West, None, East, 9, 9, 10, 366,West, 365
36, 31, 17, 27, 6, True, True, True, False, West, 4, 2, 0, 9, 9, 999999, 25, 999999, 2, 0, 1, 0, 0, 0, 1, 1, East, None, East, None, West, 9, 9, 9, 365,North, 364
37, 31, 17, 27, 7, True, True, False, False, North, 4, 2, 1, 8, 8, 999999, 1, 999999, 2, 0, 2, 0, 0, 0, 1, 1, East, None, West, None, West, 9, 9, 9, 364,North, 363
38, 31, 17, 27, 8, False, True, True, False, North, 4, 2, 1, 6, 6, 999999, 1, 999999, 2, 0, 2, 0, 0, 1, 0, 1, South, None, South, None, South, 7, 9, 8, 363,East, 362
39, 31, 17, 28, 8, False, False, True, True, East, 4, 2, 2, 6, 6, 999999, 2, 999999, 2, 0, 2, 0, 0, 1, 1, 0, South, None, South, None, South, 8, 9, 9, 362,East, 361
40, 31, 17, 29, 8, True, False, False, True, East, 4, 2, 3, 7, 7, 999999, 3, 999999, 2, 0, 2, 0, 1, 0, 0, 1, East, None, North, None, North, 10, 9, 10, 361,North, 360
41, 31, 17, 29, 9, True, True, False, False, North, 4, 2, 4, 6, 6, 999999, 4, 999999, 2, 0, 2, 0, 0, 0, 2, 0, West, None, West, None, West, 10, 9, 9, 360,North, 359
42, 31, 17, 29, 10, False, True, False, True, North, 4, 2, 4, 4, 4, 999999, 4, 999999, 2, 0, 2, 0, 0, 1, 1, 0, South, None, South, None, South, 8, 9, 8, 359,West, 358
43, 31, 17, 28, 10, False, False, True, True, West, 4, 2, 3, 5, 5, 999999, 3, 999999, 2, 0, 2, 0, 1, 0, 0, 1, East, None, North, None, North, 8, 9, 7, 358,West, 357
